#,num1,num2,operation,right_ans,user_ans,start_time,end_time,correct_flg
39,9,3,sd_abs_sub,6,6,1278136.125,1278138.234,1
40,9,6,sd_abs_sub,3,3,1278138.234,1278139.671,1
41,7,4,sd_last_add,1,1,1278139.671,1278141.437,1
42,5,5,sd_last_add,0,0,1278141.437,1278142.64,1
43,4,4,sd_abs_sub,0,0,1278142.64,1278143.593,1
44,8,4,sd_last_add,2,2,1278143.593,1278144.765,1
45,2,9,sd_last_add,1,1,1278144.765,1278145.984,1
46,8,7,sd_last_add,5,5,1278145.984,1278147.25,1
47,9,2,sd_abs_sub,7,7,1278147.25,1278148.937,1
48,8,5,sd_abs_sub,3,3,1278148.937,1278150.796,1
49,8,8,sd_last_add,6,6,1278150.796,1278152.234,1
50,9,8,sd_last_add,7,7,1278152.234,1278153.718,1
51,1,1,sd_abs_sub,0,0,1278153.718,1278154.843,1
52,6,5,sd_abs_sub,1,1,1278154.843,1278156.093,1
53,6,1,sd_last_add,7,7,1278156.093,1278157.546,1
54,2,4,sd_abs_sub,2,2,1278157.546,1278158.953,1
55,7,6,sd_abs_sub,1,1,1278158.953,1278160.203,1
56,9,7,sd_last_add,6,6,1278160.203,1278161.625,1
57,5,3,sd_abs_sub,2,2,1278161.625,1278162.968,1
58,7,8,sd_last_add,5,5,1278162.968,1278164.046,1
59,7,2,sd_last_add,9,9,1278164.046,1278165.39,1
60,4,3,sd_last_add,7,7,1278165.39,1278166.562,1
61,7,1,sd_last_add,8,8,1278166.562,1278167.687,1
62,3,1,sd_last_add,4,4,1278167.687,1278168.734,1
63,4,1,sd_last_add,5,5,1278168.734,1278169.812,1
64,5,2,sd_last_add,7,7,1278169.812,1278171.312,1
65,2,2,sd_abs_sub,0,0,1278171.312,1278172.406,1
66,7,8,sd_last_add,5,5,1278172.406,1278173.875,1
67,9,5,sd_last_add,4,4,1278173.875,1278175.265,1
68,5,8,sd_abs_sub,3,2,1278175.265,1278176.718,0
69,9,4,sd_abs_sub,5,5,1278176.718,1278178.484,1
70,9,2,sd_abs_sub,7,7,1278178.484,1278179.703,1
71,4,5,sd_abs_sub,1,1,1278179.703,1278181.015,1
72,1,2,sd_abs_sub,1,1,1278181.015,1278182.281,1
73,6,8,sd_last_add,4,4,1278182.281,1278183.843,1
74,4,1,sd_last_add,5,5,1278183.843,1278184.843,1
75,9,7,sd_last_add,6,5,1278184.843,1278186.078,0
76,7,6,sd_last_add,3,3,1278186.078,1278188.453,1
77,5,8,sd_abs_sub,3,3,1278188.453,1278190.187,1
78,5,5,sd_abs_sub,0,0,1278190.187,1278191.64,1
79,1,3,sd_last_add,4,4,1278191.656,1278192.734,1
80,9,4,sd_abs_sub,5,5,1278192.734,1278193.859,1
81,9,6,sd_last_add,5,5,1278193.859,1278195.109,1
82,2,6,sd_abs_sub,4,4,1278195.109,1278196.281,1
83,9,2,sd_abs_sub,7,7,1278196.281,1278198.468,1
84,1,4,sd_last_add,5,5,1278198.468,1278199.5,1
85,3,3,sd_last_add,6,6,1278199.5,1278200.64,1
86,9,8,sd_last_add,7,7,1278200.64,1278202.046,1
87,1,9,sd_last_add,0,0,1278202.046,1278203.515,1
88,6,9,sd_abs_sub,3,3,1278203.515,1278206.14,1
89,1,3,sd_abs_sub,2,2,1278206.14,1278207.468,1
90,8,9,sd_last_add,7,7,1278207.468,1278208.906,1
91,7,6,sd_abs_sub,1,1,1278208.906,1278210.312,1
92,3,6,sd_last_add,9,9,1278210.312,1278211.906,1
93,7,5,sd_last_add,2,3,1278211.906,1278213.312,0
94,8,7,sd_last_add,5,5,1278213.312,1278216.359,1
95,9,8,sd_last_add,7,7,1278216.359,1278217.781,1
96,4,2,sd_last_add,6,6,1278217.781,1278219.015,1
97,1,3,sd_abs_sub,2,2,1278219.015,1278220.421,1
98,8,2,sd_abs_sub,6,6,1278220.421,1278221.765,1
99,5,7,sd_abs_sub,2,2,1278221.765,1278223.062,1
100,5,3,sd_last_add,8,8,1278223.062,1278224.343,1
101,7,5,sd_last_add,2,2,1278224.343,1278225.921,1
102,7,4,sd_abs_sub,3,3,1278225.921,1278228.328,1
103,4,2,sd_last_add,6,6,1278228.328,1278229.625,1
104,2,2,sd_abs_sub,0,0,1278229.625,1278230.812,1
105,5,8,sd_last_add,3,3,1278230.812,1278232.875,1
106,6,1,sd_abs_sub,5,5,1278232.875,1278234.328,1
107,8,8,sd_abs_sub,0,0,1278234.328,1278235.734,1
108,2,5,sd_abs_sub,3,3,1278235.734,1278236.968,1
109,7,3,sd_last_add,0,0,1278236.968,1278238.765,1
110,1,8,sd_last_add,9,9,1278238.781,1278241.062,1
111,6,4,sd_abs_sub,2,2,1278241.062,1278242.359,1
112,1,4,sd_abs_sub,3,3,1278242.375,1278243.812,1
113,8,7,sd_last_add,5,5,1278243.812,1278245.531,1
114,2,9,sd_abs_sub,7,7,1278245.531,1278247.406,1
115,7,9,sd_last_add,6,6,1278247.406,1278249.187,1
116,5,4,sd_abs_sub,1,1,1278249.187,1278250.64,1
117,1,3,sd_last_add,4,4,1278250.64,1278251.765,1
118,5,8,sd_last_add,3,3,1278251.765,1278253.359,1
119,2,3,sd_abs_sub,1,1,1278253.359,1278254.484,1
120,2,6,sd_last_add,8,8,1278254.484,1278256.234,1
121,5,4,sd_last_add,9,9,1278256.234,1278257.484,1
122,6,8,sd_last_add,4,4,1278257.484,1278259.671,1
123,1,1,sd_abs_sub,0,0,1278259.687,1278260.859,1
124,8,9,sd_abs_sub,1,1,1278260.859,1278262.781,1
125,3,9,sd_last_add,2,2,1278262.781,1278264.218,1
126,2,6,sd_abs_sub,4,4,1278264.218,1278265.375,1
127,1,9,sd_abs_sub,8,7,1278265.375,1278266.515,0
128,7,7,sd_abs_sub,0,0,1278266.515,1278267.906,1
129,2,3,sd_abs_sub,1,1,1278267.906,1278269.265,1
130,2,2,sd_abs_sub,0,0,1278269.265,1278270.406,1
131,7,1,sd_abs_sub,6,6,1278270.406,1278272.0,1
132,4,8,sd_last_add,2,2,1278272.0,1278273.546,1
133,6,2,sd_last_add,8,8,1278273.546,1278274.75,1
134,7,6,sd_last_add,3,2,1278274.75,1278277.078,0
135,8,3,sd_last_add,1,1,1278277.078,1278279.015,1
136,9,8,sd_abs_sub,1,1,1278279.015,1278280.437,1
137,3,4,sd_abs_sub,1,1,1278280.437,1278281.906,1
138,5,5,sd_last_add,0,0,1278281.906,1278283.015,1
139,6,3,sd_abs_sub,3,3,1278283.031,1278284.937,1
140,6,1,sd_last_add,7,7,1278284.937,1278286.343,1
141,7,3,sd_abs_sub,4,4,1278286.343,1278287.718,1
142,1,1,sd_last_add,2,2,1278287.718,1278288.781,1
143,9,7,sd_last_add,6,6,1278288.781,1278290.406,1
144,1,8,sd_abs_sub,7,7,1278290.406,1278291.671,1
145,2,5,sd_last_add,7,7,1278291.671,1278293.078,1
146,1,8,sd_last_add,9,9,1278293.078,1278294.468,1
147,4,5,sd_last_add,9,9,1278294.468,1278295.671,1
148,9,9,sd_abs_sub,0,0,1278295.671,1278296.828,1
149,3,6,sd_abs_sub,3,6,1278296.828,1278298.14,0
150,8,9,sd_last_add,7,7,1278298.156,1278300.531,1
151,5,8,sd_last_add,3,3,1278300.531,1278301.968,1
152,5,6,sd_last_add,1,1,1278301.968,1278303.75,1
153,2,6,sd_abs_sub,4,4,1278303.75,1278304.906,1
154,4,5,sd_last_add,9,9,1278304.906,1278306.343,1
155,9,9,sd_last_add,8,8,1278306.343,1278307.703,1
156,2,6,sd_abs_sub,4,4,1278307.703,1278309.031,1
157,4,2,sd_abs_sub,2,2,1278309.031,1278310.203,1
158,5,5,sd_last_add,0,0,1278310.203,1278313.062,1
159,4,5,sd_last_add,9,9,1278313.062,1278314.296,1
160,4,2,sd_last_add,6,6,1278314.296,1278315.531,1
161,3,4,sd_abs_sub,1,1,1278315.531,1278317.671,1
162,2,7,sd_last_add,9,9,1278317.687,1278319.203,1
163,6,9,sd_abs_sub,3,3,1278319.203,1278320.343,1
164,1,6,sd_abs_sub,5,5,1278320.343,1278321.984,1
165,6,1,sd_abs_sub,5,5,1278321.984,1278323.015,1
166,7,6,sd_last_add,3,3,1278323.015,1278325.156,1
167,8,2,sd_abs_sub,6,6,1278325.156,1278327.156,1
168,8,5,sd_last_add,3,3,1278327.156,1278329.171,1
169,3,7,sd_last_add,0,0,1278329.171,1278330.531,1
170,7,3,sd_abs_sub,4,4,1278330.531,1278332.421,1
171,3,5,sd_last_add,8,8,1278332.421,1278334.343,1
172,6,4,sd_abs_sub,2,2,1278334.343,1278335.937,1
173,6,4,sd_last_add,0,0,1278335.937,1278337.437,1
174,7,2,sd_last_add,9,9,1278337.437,1278339.234,1
175,7,1,sd_abs_sub,6,9,1278339.234,1278342.25,0
176,8,4,sd_last_add,2,2,1278342.265,1278345.343,1
177,1,2,sd_last_add,3,3,1278345.343,1278346.484,1
178,7,2,sd_abs_sub,5,5,1278346.5,1278348.328,1
179,1,8,sd_last_add,9,9,1278348.328,1278350.703,1
180,3,5,sd_last_add,8,8,1278350.703,1278353.203,1
181,1,6,sd_abs_sub,5,5,1278353.203,1278354.843,1
182,7,6,sd_abs_sub,1,1,1278354.843,1278356.406,1
183,7,5,sd_abs_sub,2,2,1278356.406,1278358.171,1
184,8,1,sd_last_add,9,9,1278358.171,1278359.781,1
185,4,2,sd_last_add,6,6,1278359.781,1278361.453,1
186,7,7,sd_abs_sub,0,0,1278361.453,1278363.046,1
187,5,7,sd_last_add,2,2,1278363.046,1278365.609,1
188,9,5,sd_abs_sub,4,4,1278365.609,1278367.328,1
189,8,9,sd_last_add,7,7,1278367.343,1278368.984,1
190,7,2,sd_abs_sub,5,5,1278368.984,1278370.187,1
191,8,1,sd_last_add,9,9,1278370.187,1278372.14,1
192,1,7,sd_abs_sub,6,6,1278372.156,1278374.375,1
193,8,7,sd_abs_sub,1,1,1278374.375,1278376.468,1
194,1,5,sd_last_add,6,6,1278376.484,1278378.046,1
195,9,3,sd_abs_sub,6,6,1278378.046,1278380.312,1
196,8,5,sd_abs_sub,3,3,1278380.312,1278382.156,1
197,4,3,sd_abs_sub,1,1,1278382.156,1278384.843,1
198,1,8,sd_abs_sub,7,7,1278384.843,1278386.203,1
199,4,1,sd_abs_sub,3,3,1278386.203,1278387.765,1
